"Reference","Latitude","Longitude"
"Topp-Jørgensen et al. 2009",-7.75,36.4833333333333
"Topp-Jørgensen et al. 2009",-7.75,36.4833333333333
"Topp-Jørgensen et al. 2009",-7.75,36.4833333333333
"Topp-Jørgensen et al. 2009",-8.36666666666667,35.9666666666667
"Topp-Jørgensen et al. 2009",-8.36666666666667,35.9666666666667
"Topp-Jørgensen et al. 2009",-8.36666666666667,35.9666666666667
"Topp-Jørgensen et al. 2009",-8.06666666666667,35.9166666666667
"Topp-Jørgensen et al. 2009",-8.06666666666667,35.9166666666667
"Topp-Jørgensen et al. 2009",-8.06666666666667,35.9166666666667
"Topp-Jørgensen et al. 2009",-7.75,36.4833333333333
"Topp-Jørgensen et al. 2009",-7.75,36.4833333333333
"Topp-Jørgensen et al. 2009",-7.75,36.4833333333333
"Topp-Jørgensen et al. 2009",-7.75,36.4833333333333
"Topp-Jørgensen et al. 2009",-7.75,36.4833333333333
"Topp-Jørgensen et al. 2009",-7.75,36.4833333333333
"Topp-Jørgensen et al. 2009",-8.36666666666667,35.9666666666667
"Topp-Jørgensen et al. 2009",-8.36666666666667,35.9666666666667
"Topp-Jørgensen et al. 2009",-8.36666666666667,35.9666666666667
"Topp-Jørgensen et al. 2009",-8.36666666666667,35.9666666666667
"Topp-Jørgensen et al. 2009",-8.36666666666667,35.9666666666667
"Topp-Jørgensen et al. 2009",-8.36666666666667,35.9666666666667
"Topp-Jørgensen et al. 2009",-8.06666666666667,35.9166666666667
"Topp-Jørgensen et al. 2009",-8.06666666666667,35.9166666666667
"Topp-Jørgensen et al. 2009",-8.06666666666667,35.9166666666667
"Topp-Jørgensen et al. 2009",-8.06666666666667,35.9166666666667
"Topp-Jørgensen et al. 2009",-8.06666666666667,35.9166666666667
"Topp-Jørgensen et al. 2009",-8.06666666666667,35.9166666666667
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18564166666667,37.1427222222222
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Massawe et al. 2012",-6.18998611111111,37.1396194444444
"Bösing et al. 2014",-31.344160521,18.601924181
"Bösing et al. 2014",-31.344160521,18.601924181
"Bösing et al. 2014",-31.344160521,18.601924181
"Bösing et al. 2014",-31.344160521,18.601924181
"Bösing et al. 2014",-31.344160521,18.601924181
"Bösing et al. 2014",-31.344160521,18.601924181
"Bösing et al. 2014",-31.344160521,18.601924181
"Bösing et al. 2014",-31.344160521,18.601924181
"Bösing et al. 2014",-31.344160521,18.601924181
"Bösing et al. 2014",-31.344160521,18.601924181
"Bösing et al. 2014",-31.340180123,18.4722930193
"Bösing et al. 2014",-31.340180123,18.4722930193
"Bösing et al. 2014",-31.340180123,18.4722930193
"Bösing et al. 2014",-31.340180123,18.4722930193
"Bösing et al. 2014",-31.340180123,18.4722930193
"Bösing et al. 2014",-31.340180123,18.4722930193
"Bösing et al. 2014",-31.340180123,18.4722930193
"Bösing et al. 2014",-31.340180123,18.4722930193
"Bösing et al. 2014",-31.340180123,18.4722930193
"Bösing et al. 2014",-31.340180123,18.4722930193
"Bösing et al. 2014",-31.412728513,18.6480903625
"Bösing et al. 2014",-31.412728513,18.6480903625
"Bösing et al. 2014",-31.412728513,18.6480903625
"Bösing et al. 2014",-31.412728513,18.6480903625
"Bösing et al. 2014",-31.412728513,18.6480903625
"Bösing et al. 2014",-31.412728513,18.6480903625
"Bösing et al. 2014",-31.412728513,18.6480903625
"Bösing et al. 2014",-31.412728513,18.6480903625
"Bösing et al. 2014",-31.412728513,18.6480903625
"Bösing et al. 2014",-31.412728513,18.6480903625
"Bösing et al. 2014",-31.411467874,18.5916352272
"Bösing et al. 2014",-31.411467874,18.5916352272
"Bösing et al. 2014",-31.411467874,18.5916352272
"Bösing et al. 2014",-31.411467874,18.5916352272
"Bösing et al. 2014",-31.411467874,18.5916352272
"Bösing et al. 2014",-31.411467874,18.5916352272
"Bösing et al. 2014",-31.411467874,18.5916352272
"Bösing et al. 2014",-31.411467874,18.5916352272
"Bösing et al. 2014",-31.411467874,18.5916352272
"Bösing et al. 2014",-31.411467874,18.5916352272
"Bösing et al. 2014",-31.405588472,18.6361008883
"Bösing et al. 2014",-31.405588472,18.6361008883
"Bösing et al. 2014",-31.405588472,18.6361008883
"Bösing et al. 2014",-31.405588472,18.6361008883
"Bösing et al. 2014",-31.405588472,18.6361008883
"Bösing et al. 2014",-31.405588472,18.6361008883
"Bösing et al. 2014",-31.405588472,18.6361008883
"Bösing et al. 2014",-31.405588472,18.6361008883
"Bösing et al. 2014",-31.405588472,18.6361008883
"Bösing et al. 2014",-31.405588472,18.6361008883
"Bösing et al. 2014",-31.407337273,18.6142086983
"Bösing et al. 2014",-31.407337273,18.6142086983
"Bösing et al. 2014",-31.407337273,18.6142086983
"Bösing et al. 2014",-31.407337273,18.6142086983
"Bösing et al. 2014",-31.407337273,18.6142086983
"Bösing et al. 2014",-31.407337273,18.6142086983
"Bösing et al. 2014",-31.407337273,18.6142086983
"Bösing et al. 2014",-31.407337273,18.6142086983
"Bösing et al. 2014",-31.407337273,18.6142086983
"Bösing et al. 2014",-31.407337273,18.6142086983
"Bösing et al. 2014",-31.345802033,18.5987055302
"Bösing et al. 2014",-31.345802033,18.5987055302
"Bösing et al. 2014",-31.345802033,18.5987055302
"Bösing et al. 2014",-31.345802033,18.5987055302
"Bösing et al. 2014",-31.345802033,18.5987055302
"Bösing et al. 2014",-31.345802033,18.5987055302
"Bösing et al. 2014",-31.345802033,18.5987055302
"Bösing et al. 2014",-31.345802033,18.5987055302
"Bösing et al. 2014",-31.345802033,18.5987055302
"Bösing et al. 2014",-31.345802033,18.5987055302
"Bösing et al. 2014",-31.347320164,18.4660702944
"Bösing et al. 2014",-31.347320164,18.4660702944
"Bösing et al. 2014",-31.347320164,18.4660702944
"Bösing et al. 2014",-31.347320164,18.4660702944
"Bösing et al. 2014",-31.347320164,18.4660702944
"Bösing et al. 2014",-31.347320164,18.4660702944
"Bösing et al. 2014",-31.347320164,18.4660702944
"Bösing et al. 2014",-31.347320164,18.4660702944
"Bösing et al. 2014",-31.347320164,18.4660702944
"Bösing et al. 2014",-31.347320164,18.4660702944
"Bösing et al. 2014",-31.353859389,18.5653495789
"Bösing et al. 2014",-31.353859389,18.5653495789
"Bösing et al. 2014",-31.353859389,18.5653495789
"Bösing et al. 2014",-31.353859389,18.5653495789
"Bösing et al. 2014",-31.353859389,18.5653495789
"Bösing et al. 2014",-31.353859389,18.5653495789
"Bösing et al. 2014",-31.353859389,18.5653495789
"Bösing et al. 2014",-31.353859389,18.5653495789
"Bösing et al. 2014",-31.353859389,18.5653495789
"Bösing et al. 2014",-31.353859389,18.5653495789
"Bösing et al. 2014",-31.356863463,18.4625244141
"Bösing et al. 2014",-31.356863463,18.4625244141
"Bösing et al. 2014",-31.356863463,18.4625244141
"Bösing et al. 2014",-31.356863463,18.4625244141
"Bösing et al. 2014",-31.356863463,18.4625244141
"Bösing et al. 2014",-31.356863463,18.4625244141
"Bösing et al. 2014",-31.356863463,18.4625244141
"Bösing et al. 2014",-31.356863463,18.4625244141
"Bösing et al. 2014",-31.356863463,18.4625244141
"Bösing et al. 2014",-31.356863463,18.4625244141
"Bösing et al. 2014",-31.417229259,18.5973644257
"Bösing et al. 2014",-31.417229259,18.5973644257
"Bösing et al. 2014",-31.417229259,18.5973644257
"Bösing et al. 2014",-31.417229259,18.5973644257
"Bösing et al. 2014",-31.417229259,18.5973644257
"Bösing et al. 2014",-31.417229259,18.5973644257
"Bösing et al. 2014",-31.417229259,18.5973644257
"Bösing et al. 2014",-31.417229259,18.5973644257
"Bösing et al. 2014",-31.417229259,18.5973644257
"Bösing et al. 2014",-31.417229259,18.5973644257
"Bösing et al. 2014",-31.407573307,18.6265093088
"Bösing et al. 2014",-31.407573307,18.6265093088
"Bösing et al. 2014",-31.407573307,18.6265093088
"Bösing et al. 2014",-31.407573307,18.6265093088
"Bösing et al. 2014",-31.407573307,18.6265093088
"Bösing et al. 2014",-31.407573307,18.6265093088
"Bösing et al. 2014",-31.407573307,18.6265093088
"Bösing et al. 2014",-31.407573307,18.6265093088
"Bösing et al. 2014",-31.407573307,18.6265093088
"Bösing et al. 2014",-31.407573307,18.6265093088
"Bösing et al. 2014",-31.41169318,18.6500537395
"Bösing et al. 2014",-31.41169318,18.6500537395
"Bösing et al. 2014",-31.41169318,18.6500537395
"Bösing et al. 2014",-31.41169318,18.6500537395
"Bösing et al. 2014",-31.41169318,18.6500537395
"Bösing et al. 2014",-31.41169318,18.6500537395
"Bösing et al. 2014",-31.41169318,18.6500537395
"Bösing et al. 2014",-31.41169318,18.6500537395
"Bösing et al. 2014",-31.41169318,18.6500537395
"Bösing et al. 2014",-31.41169318,18.6500537395
"Bösing et al. 2014",-31.394409025,18.6519420147
"Bösing et al. 2014",-31.394409025,18.6519420147
"Bösing et al. 2014",-31.394409025,18.6519420147
"Bösing et al. 2014",-31.394409025,18.6519420147
"Bösing et al. 2014",-31.394409025,18.6519420147
"Bösing et al. 2014",-31.394409025,18.6519420147
"Bösing et al. 2014",-31.394409025,18.6519420147
"Bösing et al. 2014",-31.394409025,18.6519420147
"Bösing et al. 2014",-31.394409025,18.6519420147
"Bösing et al. 2014",-31.394409025,18.6519420147
"Bösing et al. 2014",-31.349959457,18.4650456905
"Bösing et al. 2014",-31.349959457,18.4650456905
"Bösing et al. 2014",-31.349959457,18.4650456905
"Bösing et al. 2014",-31.349959457,18.4650456905
"Bösing et al. 2014",-31.349959457,18.4650456905
"Bösing et al. 2014",-31.349959457,18.4650456905
"Bösing et al. 2014",-31.349959457,18.4650456905
"Bösing et al. 2014",-31.349959457,18.4650456905
"Bösing et al. 2014",-31.349959457,18.4650456905
"Bösing et al. 2014",-31.349959457,18.4650456905
"Bösing et al. 2014",-31.337814415,18.5761266947
"Bösing et al. 2014",-31.337814415,18.5761266947
"Bösing et al. 2014",-31.337814415,18.5761266947
"Bösing et al. 2014",-31.337814415,18.5761266947
"Bösing et al. 2014",-31.337814415,18.5761266947
"Bösing et al. 2014",-31.337814415,18.5761266947
"Bösing et al. 2014",-31.337814415,18.5761266947
"Bösing et al. 2014",-31.337814415,18.5761266947
"Bösing et al. 2014",-31.337814415,18.5761266947
"Bösing et al. 2014",-31.337814415,18.5761266947
"Bösing et al. 2014",-31.362050856,18.5538429022
"Bösing et al. 2014",-31.362050856,18.5538429022
"Bösing et al. 2014",-31.362050856,18.5538429022
"Bösing et al. 2014",-31.362050856,18.5538429022
"Bösing et al. 2014",-31.362050856,18.5538429022
"Bösing et al. 2014",-31.362050856,18.5538429022
"Bösing et al. 2014",-31.362050856,18.5538429022
"Bösing et al. 2014",-31.362050856,18.5538429022
"Bösing et al. 2014",-31.362050856,18.5538429022
"Bösing et al. 2014",-31.362050856,18.5538429022
"Bösing et al. 2014",-31.449147547,18.5652637482
"Bösing et al. 2014",-31.449147547,18.5652637482
"Bösing et al. 2014",-31.449147547,18.5652637482
"Bösing et al. 2014",-31.449147547,18.5652637482
"Bösing et al. 2014",-31.449147547,18.5652637482
"Bösing et al. 2014",-31.449147547,18.5652637482
"Bösing et al. 2014",-31.449147547,18.5652637482
"Bösing et al. 2014",-31.449147547,18.5652637482
"Bösing et al. 2014",-31.449147547,18.5652637482
"Bösing et al. 2014",-31.449147547,18.5652637482
"Bösing et al. 2014",-31.444528783,18.5849833488
"Bösing et al. 2014",-31.444528783,18.5849833488
"Bösing et al. 2014",-31.444528783,18.5849833488
"Bösing et al. 2014",-31.444528783,18.5849833488
"Bösing et al. 2014",-31.444528783,18.5849833488
"Bösing et al. 2014",-31.444528783,18.5849833488
"Bösing et al. 2014",-31.444528783,18.5849833488
"Bösing et al. 2014",-31.444528783,18.5849833488
"Bösing et al. 2014",-31.444528783,18.5849833488
"Bösing et al. 2014",-31.444528783,18.5849833488
"Bösing et al. 2014",-31.424315656,18.6410629749
"Bösing et al. 2014",-31.424315656,18.6410629749
"Bösing et al. 2014",-31.424315656,18.6410629749
"Bösing et al. 2014",-31.424315656,18.6410629749
"Bösing et al. 2014",-31.424315656,18.6410629749
"Bösing et al. 2014",-31.424315656,18.6410629749
"Bösing et al. 2014",-31.424315656,18.6410629749
"Bösing et al. 2014",-31.424315656,18.6410629749
"Bösing et al. 2014",-31.424315656,18.6410629749
"Bösing et al. 2014",-31.424315656,18.6410629749
"Bösing et al. 2014",-31.414852822,18.6482566595
"Bösing et al. 2014",-31.414852822,18.6482566595
"Bösing et al. 2014",-31.414852822,18.6482566595
"Bösing et al. 2014",-31.414852822,18.6482566595
"Bösing et al. 2014",-31.414852822,18.6482566595
"Bösing et al. 2014",-31.414852822,18.6482566595
"Bösing et al. 2014",-31.414852822,18.6482566595
"Bösing et al. 2014",-31.414852822,18.6482566595
"Bösing et al. 2014",-31.414852822,18.6482566595
"Bösing et al. 2014",-31.414852822,18.6482566595
"Bösing et al. 2014",-31.36906215,18.4561675787
"Bösing et al. 2014",-31.36906215,18.4561675787
"Bösing et al. 2014",-31.36906215,18.4561675787
"Bösing et al. 2014",-31.36906215,18.4561675787
"Bösing et al. 2014",-31.36906215,18.4561675787
"Bösing et al. 2014",-31.36906215,18.4561675787
"Bösing et al. 2014",-31.36906215,18.4561675787
"Bösing et al. 2014",-31.36906215,18.4561675787
"Bösing et al. 2014",-31.36906215,18.4561675787
"Bösing et al. 2014",-31.36906215,18.4561675787
"Mandal and Shankar Raman 2016",23.49749,92.4166
"Mandal and Shankar Raman 2016",23.49749,92.4166
"Mandal and Shankar Raman 2016",23.49749,92.4166
"Mandal and Shankar Raman 2016",23.49749,92.4166
"Mandal and Shankar Raman 2016",23.49749,92.4166
"Mandal and Shankar Raman 2016",23.49749,92.4166
"Mandal and Shankar Raman 2016",23.49749,92.4166
"Mandal and Shankar Raman 2016",23.4973,92.41606
"Mandal and Shankar Raman 2016",23.4973,92.41606
"Mandal and Shankar Raman 2016",23.4973,92.41606
"Mandal and Shankar Raman 2016",23.4973,92.41606
"Mandal and Shankar Raman 2016",23.4973,92.41606
"Mandal and Shankar Raman 2016",23.4973,92.41606
"Mandal and Shankar Raman 2016",23.4973,92.41606
"Mandal and Shankar Raman 2016",23.49801,92.415
"Mandal and Shankar Raman 2016",23.49801,92.415
"Mandal and Shankar Raman 2016",23.49801,92.415
"Mandal and Shankar Raman 2016",23.49801,92.415
"Mandal and Shankar Raman 2016",23.49801,92.415
"Mandal and Shankar Raman 2016",23.49801,92.415
"Mandal and Shankar Raman 2016",23.49801,92.415
"Mandal and Shankar Raman 2016",23.5004,92.41912
"Mandal and Shankar Raman 2016",23.5004,92.41912
"Mandal and Shankar Raman 2016",23.5004,92.41912
"Mandal and Shankar Raman 2016",23.5004,92.41912
"Mandal and Shankar Raman 2016",23.5004,92.41912
"Mandal and Shankar Raman 2016",23.5004,92.41912
"Mandal and Shankar Raman 2016",23.5004,92.41912
"Mandal and Shankar Raman 2016",23.50012,92.4203
"Mandal and Shankar Raman 2016",23.50012,92.4203
"Mandal and Shankar Raman 2016",23.50012,92.4203
"Mandal and Shankar Raman 2016",23.50012,92.4203
"Mandal and Shankar Raman 2016",23.50012,92.4203
"Mandal and Shankar Raman 2016",23.50012,92.4203
"Mandal and Shankar Raman 2016",23.50012,92.4203
"Mandal and Shankar Raman 2016",23.57893,92.44855
"Mandal and Shankar Raman 2016",23.57893,92.44855
"Mandal and Shankar Raman 2016",23.57893,92.44855
"Mandal and Shankar Raman 2016",23.57893,92.44855
"Mandal and Shankar Raman 2016",23.57893,92.44855
"Mandal and Shankar Raman 2016",23.57893,92.44855
"Mandal and Shankar Raman 2016",23.57893,92.44855
"Mandal and Shankar Raman 2016",23.57909,92.44701
"Mandal and Shankar Raman 2016",23.57909,92.44701
"Mandal and Shankar Raman 2016",23.57909,92.44701
"Mandal and Shankar Raman 2016",23.57909,92.44701
"Mandal and Shankar Raman 2016",23.57909,92.44701
"Mandal and Shankar Raman 2016",23.57909,92.44701
"Mandal and Shankar Raman 2016",23.57909,92.44701
"Mandal and Shankar Raman 2016",23.57861,92.445
"Mandal and Shankar Raman 2016",23.57861,92.445
"Mandal and Shankar Raman 2016",23.57861,92.445
"Mandal and Shankar Raman 2016",23.57861,92.445
"Mandal and Shankar Raman 2016",23.57861,92.445
"Mandal and Shankar Raman 2016",23.57861,92.445
"Mandal and Shankar Raman 2016",23.57861,92.445
"Mandal and Shankar Raman 2016",23.57839,92.44284
"Mandal and Shankar Raman 2016",23.57839,92.44284
"Mandal and Shankar Raman 2016",23.57839,92.44284
"Mandal and Shankar Raman 2016",23.57839,92.44284
"Mandal and Shankar Raman 2016",23.57839,92.44284
"Mandal and Shankar Raman 2016",23.57839,92.44284
"Mandal and Shankar Raman 2016",23.57839,92.44284
"Mandal and Shankar Raman 2016",23.57922,92.44585
"Mandal and Shankar Raman 2016",23.57922,92.44585
"Mandal and Shankar Raman 2016",23.57922,92.44585
"Mandal and Shankar Raman 2016",23.57922,92.44585
"Mandal and Shankar Raman 2016",23.57922,92.44585
"Mandal and Shankar Raman 2016",23.57922,92.44585
"Mandal and Shankar Raman 2016",23.57922,92.44585
"Mandal and Shankar Raman 2016",23.57928,92.44736
"Mandal and Shankar Raman 2016",23.57928,92.44736
"Mandal and Shankar Raman 2016",23.57928,92.44736
"Mandal and Shankar Raman 2016",23.57928,92.44736
"Mandal and Shankar Raman 2016",23.57928,92.44736
"Mandal and Shankar Raman 2016",23.57928,92.44736
"Mandal and Shankar Raman 2016",23.57928,92.44736
"Mandal and Shankar Raman 2016",23.58003,92.44859
"Mandal and Shankar Raman 2016",23.58003,92.44859
"Mandal and Shankar Raman 2016",23.58003,92.44859
"Mandal and Shankar Raman 2016",23.58003,92.44859
"Mandal and Shankar Raman 2016",23.58003,92.44859
"Mandal and Shankar Raman 2016",23.58003,92.44859
"Mandal and Shankar Raman 2016",23.58003,92.44859
"Mandal and Shankar Raman 2016",23.57767,92.45125
"Mandal and Shankar Raman 2016",23.57767,92.45125
"Mandal and Shankar Raman 2016",23.57767,92.45125
"Mandal and Shankar Raman 2016",23.57767,92.45125
"Mandal and Shankar Raman 2016",23.57767,92.45125
"Mandal and Shankar Raman 2016",23.57767,92.45125
"Mandal and Shankar Raman 2016",23.57767,92.45125
"Mandal and Shankar Raman 2016",23.58029,92.45078
"Mandal and Shankar Raman 2016",23.58029,92.45078
"Mandal and Shankar Raman 2016",23.58029,92.45078
"Mandal and Shankar Raman 2016",23.58029,92.45078
"Mandal and Shankar Raman 2016",23.58029,92.45078
"Mandal and Shankar Raman 2016",23.58029,92.45078
"Mandal and Shankar Raman 2016",23.58029,92.45078
"Mandal and Shankar Raman 2016",23.58063,92.44962
"Mandal and Shankar Raman 2016",23.58063,92.44962
"Mandal and Shankar Raman 2016",23.58063,92.44962
"Mandal and Shankar Raman 2016",23.58063,92.44962
"Mandal and Shankar Raman 2016",23.58063,92.44962
"Mandal and Shankar Raman 2016",23.58063,92.44962
"Mandal and Shankar Raman 2016",23.58063,92.44962
"Mandal and Shankar Raman 2016",23.62334,92.45826
"Mandal and Shankar Raman 2016",23.62334,92.45826
"Mandal and Shankar Raman 2016",23.62334,92.45826
"Mandal and Shankar Raman 2016",23.62334,92.45826
"Mandal and Shankar Raman 2016",23.62334,92.45826
"Mandal and Shankar Raman 2016",23.62334,92.45826
"Mandal and Shankar Raman 2016",23.62334,92.45826
"Mandal and Shankar Raman 2016",23.62535,92.45667
"Mandal and Shankar Raman 2016",23.62535,92.45667
"Mandal and Shankar Raman 2016",23.62535,92.45667
"Mandal and Shankar Raman 2016",23.62535,92.45667
"Mandal and Shankar Raman 2016",23.62535,92.45667
"Mandal and Shankar Raman 2016",23.62535,92.45667
"Mandal and Shankar Raman 2016",23.62535,92.45667
"Mandal and Shankar Raman 2016",23.63456,92.45505
"Mandal and Shankar Raman 2016",23.63456,92.45505
"Mandal and Shankar Raman 2016",23.63456,92.45505
"Mandal and Shankar Raman 2016",23.63456,92.45505
"Mandal and Shankar Raman 2016",23.63456,92.45505
"Mandal and Shankar Raman 2016",23.63456,92.45505
"Mandal and Shankar Raman 2016",23.63456,92.45505
"Mandal and Shankar Raman 2016",23.69289,92.45229
"Mandal and Shankar Raman 2016",23.69289,92.45229
"Mandal and Shankar Raman 2016",23.69289,92.45229
"Mandal and Shankar Raman 2016",23.69289,92.45229
"Mandal and Shankar Raman 2016",23.69289,92.45229
"Mandal and Shankar Raman 2016",23.69289,92.45229
"Mandal and Shankar Raman 2016",23.69289,92.45229
"Mandal and Shankar Raman 2016",23.69733,92.451
"Mandal and Shankar Raman 2016",23.69733,92.451
"Mandal and Shankar Raman 2016",23.69733,92.451
"Mandal and Shankar Raman 2016",23.69733,92.451
"Mandal and Shankar Raman 2016",23.69733,92.451
"Mandal and Shankar Raman 2016",23.69733,92.451
"Mandal and Shankar Raman 2016",23.69733,92.451
"Mandal and Shankar Raman 2016",23.68716,92.45931
"Mandal and Shankar Raman 2016",23.68716,92.45931
"Mandal and Shankar Raman 2016",23.68716,92.45931
"Mandal and Shankar Raman 2016",23.68716,92.45931
"Mandal and Shankar Raman 2016",23.68716,92.45931
"Mandal and Shankar Raman 2016",23.68716,92.45931
"Mandal and Shankar Raman 2016",23.68716,92.45931
"Mandal and Shankar Raman 2016",23.6875,92.46016
"Mandal and Shankar Raman 2016",23.6875,92.46016
"Mandal and Shankar Raman 2016",23.6875,92.46016
"Mandal and Shankar Raman 2016",23.6875,92.46016
"Mandal and Shankar Raman 2016",23.6875,92.46016
"Mandal and Shankar Raman 2016",23.6875,92.46016
"Mandal and Shankar Raman 2016",23.6875,92.46016
"Mandal and Shankar Raman 2016",23.6883,92.46135
"Mandal and Shankar Raman 2016",23.6883,92.46135
"Mandal and Shankar Raman 2016",23.6883,92.46135
"Mandal and Shankar Raman 2016",23.6883,92.46135
"Mandal and Shankar Raman 2016",23.6883,92.46135
"Mandal and Shankar Raman 2016",23.6883,92.46135
"Mandal and Shankar Raman 2016",23.6883,92.46135
"Mandal and Shankar Raman 2016",23.68742,92.46534
"Mandal and Shankar Raman 2016",23.68742,92.46534
"Mandal and Shankar Raman 2016",23.68742,92.46534
"Mandal and Shankar Raman 2016",23.68742,92.46534
"Mandal and Shankar Raman 2016",23.68742,92.46534
"Mandal and Shankar Raman 2016",23.68742,92.46534
"Mandal and Shankar Raman 2016",23.68742,92.46534
"Mandal and Shankar Raman 2016",23.68728,92.46577
"Mandal and Shankar Raman 2016",23.68728,92.46577
"Mandal and Shankar Raman 2016",23.68728,92.46577
"Mandal and Shankar Raman 2016",23.68728,92.46577
"Mandal and Shankar Raman 2016",23.68728,92.46577
"Mandal and Shankar Raman 2016",23.68728,92.46577
"Mandal and Shankar Raman 2016",23.68728,92.46577
"Mandal and Shankar Raman 2016",23.68843,92.46608
"Mandal and Shankar Raman 2016",23.68843,92.46608
"Mandal and Shankar Raman 2016",23.68843,92.46608
"Mandal and Shankar Raman 2016",23.68843,92.46608
"Mandal and Shankar Raman 2016",23.68843,92.46608
"Mandal and Shankar Raman 2016",23.68843,92.46608
"Mandal and Shankar Raman 2016",23.68843,92.46608
"Mandal and Shankar Raman 2016",23.68928,92.4668
"Mandal and Shankar Raman 2016",23.68928,92.4668
"Mandal and Shankar Raman 2016",23.68928,92.4668
"Mandal and Shankar Raman 2016",23.68928,92.4668
"Mandal and Shankar Raman 2016",23.68928,92.4668
