"Reference","Latitude","Longitude"
"Woinarski et al. 2009",-13.751665,131.38077
"Woinarski et al. 2009",-13.751665,131.38077
"Woinarski et al. 2009",-13.751665,131.38077
"Woinarski et al. 2009",-13.751665,131.38077
"Woinarski et al. 2009",-13.751665,131.38077
"Woinarski et al. 2009",-13.751665,131.38077
"Woinarski et al. 2009",-13.751665,131.38077
"Woinarski et al. 2009",-13.751665,131.38077
"Woinarski et al. 2009",-13.751665,131.38077
"Woinarski et al. 2009",-13.751665,131.38077
"Woinarski et al. 2009",-13.751665,131.38077
"Woinarski et al. 2009",-13.751665,131.38077
"Woinarski et al. 2009",-13.751665,131.38077
"Woinarski et al. 2009",-13.751665,131.38077
"Woinarski et al. 2009",-13.751665,131.38077
"Woinarski et al. 2009",-13.751665,131.38077
"Woinarski et al. 2009",-13.751665,131.38077
"Woinarski et al. 2009",-13.751665,131.38077
"Woinarski et al. 2009",-13.751665,131.38077
"Woinarski et al. 2009",-13.751665,131.38077
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.709375,131.389769
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-13.71095,131.373501
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.139461,131.394343
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.122031,131.391772
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.112881,131.39426
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.121479,131.381842
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.12034,131.367268
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.110493,131.357094
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-14.10976,131.34881
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.669589,130.925269
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.671386,130.928944
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.669868,130.934616
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.672074,130.938044
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.700196,130.941861
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.694676,130.93822
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.6943,130.933087
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.652069,131.293637
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.648805,131.295813
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.638654,131.301055
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635824,131.311995
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.635189,131.317135
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.632203,131.32142
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.63295,131.303245
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.638148,131.296191
"Woinarski et al. 2009",-13.638148,131.296191
